Tweet	Labels
"Was meant to be booking Zante for the summer with the boys rn but noooo, coronavirus decided to fuck us all"	6 10
"Every time I see a briefing on Coronavirus, I wish for my preferred candidate for Surgeon General, Dr."	0 2
COVID19 full form Chinese originated virus in December 2019. Right	5 7
Coast2Coast I have no interest in covid19. Stop reporting on it. You are never going to be in front of it. Concentrate on the unknown.	6 10
Hahahaha boogies gonna get you fired this alone will get us through corona virus	10
Prevention: Stay away from people. DONE. Covid19 Coronavirus StayAtHomeStaySafe StayHomeSaveLives SocialDistancing FlattenTheCurve	0 8
May your blessings rise like the number of discharged COVID19 cases in Nigeria COVID19Nigeria	0 2
cnnturk He says everyone most probably will meet with the virus but may not be infected as well.. coronavirus Covid_19	0 8 9
"Coronavirus live updates: Death toll soars past 41,400 with more than 846,000 people infected around the world"	8
I'm going to be my 1950's mother before this over. Don't let the bed bugs bite. (Or the Corona Pirates)	0 4 10
"So, whos gonna admit coronavirus has been a well executed April fools joke?"	3 9 10
Spanish Economy Minister Government Doesn't Have Liquidity Or Financing Problem Despite Coronavirus Crisis - RTRS	0 8
Bruh what If tomorrow we find out COVID19 was an elaborate Aprilfools joke by the government..	10
"Corona virus got people horny, depressed, creative, and alcoholics and Im all 4 but also Im big simping right now"	6 10
"Hi, everyone, Happy April fool day corona virus, pandemic God bless all."	0 2
"This is not conspiracy theory; one thing the CoronaVirus will not restrict, is the rollout of 5G towers"	7 10
told my lola that i miss her and she told me she was crying cause she missed me too damn corona	5
losing the ball on ur septum ring is worse than contracting covid19	5 10
Whats going to be worse than coronavirus tomorrow? The I have Corona April Fools jokes	3 6
"One of the main things the Coro has done is weedle out just how many of you video stuff in portrait. You sick, twisted bastards. COVID19"	6
corona pls go away before the summer it is the only thing Canadians look forward to we have very weird winters k thx	0 5 10
Just waiting for the government to announce that this whole corona thing is just an April fools	6 10
Yo they fr painted over the kobe and gigi mural for that weak ass stay home? This corona got yall tweakin	6 10
Contagion on Netflix literally reminds me of the times we are facing now with this corona pandemic	5 9
Not gonna lie...super drunk and its a Tuesday night. Coronavirus sucks!	3 5 6
Nigga yall do not need haircuts who are yall tryna impress..Corona	10
Yes. Saw last night that I had soiled my PPE with a gush of blood from an active COVID19 patient.	4 10
Please stop using coronavirus as an april fools joke it isn't funny Covid_19australia	5 6
Desperately waiting for the time when I wake up and Vaccines for corona discovered are the headlines. Ameen.	0 2
"If you let that bozo out of jail that ran over the Paramedic and ruined that family structure, you wont outlast the coronavirus."	5 6
"This breaks my heart mannn senior year is canceled, fuck the corona virus"	5 6
Tomorrow is April Fools Day. Please my fucking friend don't joke about COVID19	6 10
Trump was distracted by the thing that ended 3 weeks before he first spoke about coronavirus publicly?!	6
corona virus got in my parents heads thats a big nono for me... i cant be in jail im to young	3 5 10
Its officially clear to me why the government has never told us about the Aliens coronavirus wereallbatshit whereisallthetoiletpaper	7 10
What the hell going on w people dying their hair and shaving their head??? Tf is that gonna do for corona	3 10
I can't wait for china to tell the world that Corona Virus is an April fool prank	10
I hate the amount of shows im missing because of this virus hey corona smd	5 6
People keep sending screenshots of my tweet going viral... mf i have coronavirus rn Ill be a celebrity later	10
Corona pandemic of 2020 aur ek chapter Social science ka !	0 5 10
Corona virus death rate will be between 3-4% when this is all said and done. Set a 3-6 month reminder on this tweet	0 3
thank God corona comes for tight chests n not tight pussies......i'd be done for	10
BREAKING: 13 Qantas baggage handlers at Adelaide Airport have Covid19. SA Health on the case....	4 8
WAIT WHAT? Did HE JUST prank ABOUT BEING POSITIVE FOR CORONA FOR APRIL FOOL? WHAT EVEN PEOPLE IS THINKING TF?	6
He better be ready when the whole team comes to jump his corona giving ass	0 6 10
I probably dont look great because I have coronavirus BRUHWTFLMAO this whole no rules news thing is the move	10
"The one thing ima hate the most after the coronavirus shit blows over, is that all the nail shops about to packed and full."	6
We'll get over coronavirus . We may never get over the damage done by Trump.	6
Reuters 3/30/2020. George Soros gave 1 M euros to Budapests coronavirus fight.	8 9
Yea i get that but i know people that were still making moves while corona was here the first 2 weeks	3 6 10
Corona got me wanting to end it allcant even hoop no more	3
"Really hits home today. A 13 year old boy dying alone, his death being a statistic of Coronavirus. RIP Ismael"	5
God willing the 1st thing I'm looking forward to after this quarantine is over is going to church. coronavirus	0 2
My son puts hand sanitizer on by his self lol. Dude making sure he stays coronavirus free	10
My heart is content now. Ive missed u I cant wait for this. Corona BETTER not fuck this up for me!!	5 6
I'm doing better than ever! My best month in 2 years!! God bless the coronavirus.	0 2
"Today is my babys birthday, but corona virus , now we celebrate in confinement"	5 6
"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000"	8
We are bored and we are curious what you think. Predictions: How long will this COVID19 lockdown/stay-at-home last?	4 5
Corna virus is the special edition intro to WALL-E COVID19	3 10
Maybe CoronaVirus is a big April Fools joke and itll end tmr	0 10
Damn just watched some video on Instagram talking about this coronavirus. Any of yall heard about that shit? Kinda fuckin crazy.	4 10
To pay or not to pay back the financial help the government is sending for the corona virus is the real question	4 10
That televangelist trying to pay Coronavirus away looks like the Vince McMahon puppet in Firefly Funhouse	10
British people talking about coronavirus its bloody schewpid innit?	3 4 10
"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona. CoronaRiskForPrisoners"	3 6 9
If Yellowstone blew it would make the Coronavirus look like a paper cut	8 10
"CORONA , .... ULTIMATE JOINT VENTURE BY CHINA - PAKISTAN .....to destroy d world ?"	7 10
"Aint no such thing as a Coronavirus man, they killin us with 5G radiation and using this virus as a scapegoat"	3 7 10
Haha April fools corona virus was never real we can go outside again and be normal	10
"can a Public listed Co., renting my property claim exemption from paying rent, citing Wuhan Coronavirus?"	9 10
"Tell me somethin', girl Do we need to wear bras in this upside down world? Or they could be? Free happy? bra coronavirus COVID19"	9 10
Anyone know of orgs who are working directly on the ground on this?? COVID19 coronavirus	1 3 4 9
Asking for prayers for one of my tenants who appears to have the Corona virus. He left in an ambulance right now.	2 5
Waiting on the extreme theorist that says Coronavirus was an intricate long con ploy to get everyone to buy Animal Crossing	7 10
Crazy how the biggest nfl free agent since peyton manning couldn't get a press conference after joining his new team because of coronavirus	6 9 10
"Depressed niggas gettin diagnosed with corona, itll be the first time they was positive in a while"	4 10
It may not be today but tomorrow when no one will remember again. China will surely pay for unleashing COVID19 on the world?	3 7
Im so happy I could cry :) Now corona please go away girl youre killing the vibes	5 9 10
just heard that a hospital has nurses that tested positive for covid19 working with patients still	4 6
"Corona need to wrap it tf up forreal, I better be able to test for my certification next month"	5 6
"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona. CoronaRiskForPrisoners"	4 6 9 10
Hindu Muslim fight can wait. Next what is to be done. COVID19 NizamuddinMarkaz	2 6
Now TN has second highest number of Covid19 cases in India God be with us to overcome this.	2 4
"There's a great, big, beautiful tomorrow! Is this true? I just don't know anymore! COVID19 coronavirus StayAtHome"	0 3
currently waiting for miss corona to say april fools! and stop her world tour	0 10
imagine being known nt bcs of ur music but the one idol that pretended to have coronavirus	5 6 10
My friend's dad was one of those lives lost today in Arizona because of coronavirus. We need better leadership.	4 5 6
Coronavirus go away Im trying to set up my Air BNB	5 10
Considering the healing properties of listening to Pink Floyd for stress. pinkfloyd covid19 7outof10stresslevels	0 4 9 10
All im saying is Batman has been real quiet since coronavirus started	10
"coronavirus is a chaos to every human on earth since it doesn't choose whom to bring down. Beware, stay safe"	4 6 9
This afternoon I was informed a friend who tested positive for COVID19 3 days ago died this morning. Sobering. StayHome	5
Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..	8 9
I need to get surgery on my foot but ima have to wait like 6 months until corona blows over orrrr hopefully not	5 6 10
People are still arriving in England from Coronavirus ravaged countries and not being tested at all	4 5
Could the Coronavirus please jump out tomorrow shouting April Fools and then just let everything go back to normal?	0 5 9 10
